questionID,,,,,,
Title_question,Table name,Table description,Column name,Column description,Data type,Sensitive
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtWhereQComp,Where was this questionnaire completed?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtWhereQComp_other,Where was this questionnaire completed (other)?,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtBackfillBy,Who completed the backfill?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",Date,Date survey completed,date,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",AgeMonths,Age in months at survey completion,decimal,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",AgeYears,Age in years at survey completion,decimal,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",SurveyYear,Calendar year at survey completion,decimal,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",SurveyMonth,Calendar month at survey completion,decimal,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",lsid,Survey version identifier,decimal,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",survey_version,Survey version,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",survey_mode,Survey completion mode,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdQinTermTime,Is the questionnaire completed during school term time?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdDayWeekQ,What day was the questionnaire completed?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWhereQComp,Where was this questionnaire completed?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWhereQComp_other,Where was this questionnaire completed?: Other,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlDays2_1,Go to a sports clubs/lessons after school â€“ if yes what is the club or lesson?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdSportsClubsYes,What is the club or lesson you go to?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlDays2_2,"Play out in the garden, yard, or streets around your home",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlDays2_3,Go to the park,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlDays2_5,Walk or run outdoors for exercise (including walking the dog),categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlDays2_6,Watch TV/films,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlDays2_7,"Use a computer (including laptop/tablet) for games, the internet and homework, s",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlDays2_8,"Use a mobile phone for messaging, internet, social media, games, you tube",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlDays2_4,Go to indoor play areas,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlHowLong2_1,Watch TV/films,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlHowLong2_2,"Use a computer (including laptop/tablet) for games, the internet and homework, s",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdOnSchlHowLong2_3,"Use a mobile phone for messaging, internet, social media, games, youtube",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowOften2_1,Go to sports clubs/lessons,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWhatClubWkend,What is the club or lesson you go to?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowOften2_2,"Play out in the garden, yard, or streets around your home",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowOften2_3,Go to the park,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowOften2_4,Go to indoor play areas,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowOften2_5,Walk or run outdoors for exercise (including walking the dog),categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowOften2_6,Watch TV/films,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowOften2_7,"Use a computer (including laptop/tablet) for games, the internet and homework, s",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowOften2_8,"Use a mobile phone for messaging, internet, social media, games, you tube",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowLong2_1,Watch TV/films,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowLong2_2,"Use a computer (including laptop/tablet) for games (not active games), the inter",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWkendHowLong2_3,"Use a mobile phone for messaging, internet, social media, games, youtube",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_1,Skipping,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_2,Rowing/Canoeing,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_3,Walking for exercise,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_4,Cycling,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_5,Jogging or running,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_6,Aerobics,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_7,Swimming,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_9,Baseball/softball,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_22,Rounders,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_10,Dance,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_23,Rugby,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_11,Badminton,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_12,Skateboarding,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_8,Football,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_14,Hockey,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_13,Volleyball,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_24,Tennis,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_15,Basketball,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_21,Netball,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_16,Ice skating,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_17,Ice hockey,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_18,Trampolining,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_19,Boxing,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_20,Gym activities,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_25,Cricket,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_26,Other,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhysicalActOth1_1,Other(1),text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive2_27,Other (2),categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhysicalActOth1_2,Other(2),text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive_SQ010,Rounders / baseball,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive_SQ003,Roller skating/ bladeing,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPhycialactive_SQ004,Tig,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdActBeforeSch,"In the last 7 days, on how many days before school, did you do sports, dance, or",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdMrnActiveTravel,"In the last 7 days, on how many mornings did you actively travel (for example, w",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdPEActive2,"In the last 7 days, during your physical education (PE) classes, how often were",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchd7DayBreak2,"In the last 7 days, what did you do most of the timeat break time ? (Tick one on",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchd7Lunch2,"In the last 7 days, what did you normally doat lunch(besides eating)? (Tick one",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdAftActiveTravel,"In the last 7 days, on how many afternoons did you actively travel (for example,",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchd7RightAftSchl2,"In the last 7 days, on how many daysright after school , did you do sports, danc",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchd7DayEven2,"In the last 7 days, on how manyeveningsdid you do sports, dance, or play games i",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowMnySprts2,"On the last weekend , how many times did you do sports, dance, or play games in",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdDescribeBest,Whichoneof the following describes you best for the last 7 days? Listen toall fi,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowoftenSport_1,Monday,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowoftenSport_2,Wednesday,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowoftenSport_3,Thursday,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowoftenSport_4,Friday,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowoftenSport_5,Saturday,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowoftenSport_6,Sunday,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowoftenSport_7,Tuesday,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdSickStopPA,"Were you sick last week, or did anything stop you from doing your normal physica",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdStopped,"If yes, what stopped you?",text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowOftFriends_SQ001,Encouraged you to do physical activities or sports?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowOftFriends_SQ002,Done physical activities or sports with you?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowOftFriends_SQ003,Told you that you are doing well at physical activities or sports?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdFamilysports_1,Done a physical activity or sport with you?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdFamilysports_2,Provided transport to a place where you can do physical activities or sports?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdFamilysports_3,Watched you do physical activities or sports?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdFamilysports_4,Told you that you are doing well in physical activities or sports?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTeachersports_1,Done a physical activity or played sports with you?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTeachersports_2,Provided transport to a place where you can do physical activities or play sport,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTeachersports_3,Encouraged you to do physical activities or play sports?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTeachersports_4,Told you that you are doing well in physical activities?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowGoodActivity_1,Catching,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowGoodActivity_2,Throwing,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowGoodActivity_3,Kicking,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowGoodActivity_4,Running,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowGoodActivity_5,Jumping,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowGoodActivity_6,Riding a bike,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowGoodActivity_7,Swimming,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowGoodActivity_8,Balancing on one leg,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowGoodActivity_9,Striking a ball with a racket/bat,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_1,"Team sports (football, netball, cricket)",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_10,Playing at the park,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_11,Walking,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_2,"Racket sports (tennis, badminton)",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_3,"Individual sports (running, cycling swimming)",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_4,Dance/gymnastics,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_5,Martial Arts/self defence,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_6,Playing active games during school break-times,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_7,PE lessons at school,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_8,Playing active computer games (like Wii-Fit),categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLikeActivity_9,Playing active games at home,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdAmountPAHealthy_1,Hours,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdAmountPAHealthy_2,Minutes,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdHowHardPA,How hard should your body be working when you are doing this physical activity?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdGetToSchool_SQ001,Walk to School,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdGetToSchool_SQ002,Walk From School,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdGetToSchool_SQ003,Cycle or scooter to school,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdGetToSchool_SQ004,Cycle or scooter from school,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdBeginningText,These next questions are about what you ate and drank yesterday.,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdBrFastEat,Yesterday morning did you have something to eat for breakfast?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdbfasteat,"If yes, what did you eat? Â",text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdBrfastDrink,Yesterday morning did you have something to drink for breakfast?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdbfastdrink,"If yes, what did you drink?",text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdWayToSchool,Did you eatÂ anything on the way to school?Â,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTravellingToEat,What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdDrinkWayToSchl,Did you drink anything on the way to school?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTravelToDrink,What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdSchoolMrningEat,"Yesterday at school, did you have anything to eat at morning break?Â",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdMorningEat,What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdSchlMornDrink,"Yesterday at school,Â Did you have anything to drink at morning break?",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdMorningDrink,What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLunchEat,Did you have anything to eatÂ for lunch yesterday?Â  Â,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLunchEatYes1,What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdDrinkLunch,Did you have anything to drink for lunch yesterdayÂ,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLunchDrink,What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdAfternoonEatSch,Did you eat anything when you were travelling home from school?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdEatafterschool,What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdDrinkTravHom,Did you drink anything when you were travelling home from school?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdDrinkAfternoon,What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdBeforeEvening,Did you have anything to eat between the end of school (apart from the journey h,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdEatBeforeEvenin,"If yes, What did you eat?",text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLateAftdrink,Did you have anything to drink between the end of school/afternoonÂ (apart from o,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLateAftdrYs,"If yes, What did you drink?",text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdEveningMeal,Did you have anything to eat for your evening meal yesterday?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdEveningMealEat,What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchddrinkevnmeal,Did you have anything to drink for your evening meal yesterday?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdEveningMealDrin,What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdAfterEvening,Did you have anything else to eat between your evening meal and before you went,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdAfterEveYes1,What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdDrinkBed,Did you have anything else to drink between your evening meal and before you wen,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdAfterEveYes2,What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdBeginningText2,These next questions are about what you ate and drank yesterday.,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdBrFastEat2,3ag. Yesterday morning did you have something to eat for breakfast?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdbfasteat2,3ah. What did you eat? Â,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdBrfastDrink2,3ai. Yesterday morning did you have something to drink for breakfast?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdbfastdrink2,3aj. What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTripYesterday,Did you go anywhere yesterday morning?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdYrdayTripEat,Did you eat anything when you were travelling there/back?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTravelToSchEat2,3am. What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTraveldrink1,Did you drink anything when you were travelling there/back?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTravelToSchDri2,3ao. What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdMorningNotTerm,Did you have anything else to eat in the morning before lunch?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdMorningEat2,3aq. What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdmornDrink1,Did you have anything to drink in the morning before lunch?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdmornDri,3as. What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLunchEat2,3at. Did you have anything to eatÂ for lunch yesterday?Â  Â,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLunchEatYes12,3au. What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdDrinkLunch2,3av. Did you have anything to drink for lunch yesterdayÂ,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLunchDrink2,3aw. What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdAfternoonTrip,Did you go anywhere yesterday afternoon?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdAftrnTripFoodD,Did you eat anything when you were travelling there/back?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdEatafterschool2,3az. What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdTraveldrink,Did you drink anything when you were travelling there/back?,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdDrinkAfternoon2,3bb. What did you drink?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdnotschoolafter,"Did you have anything to eat in the afternoon (apart from on a journey), before",categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdEatBeforeEveni2,3bd. What did you eat?,text,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdnotschooldrink,Did you have anything to drink in the afternoon (apart from on a journey) before,categorical,FALSE
,BiB_GrowingUp.child_survey_child_comp,"BiB Growing Up child survey, completed by child",guchdLateAftdrYs2,3bf. What did you drink?,text,FALSE
