name,publisher,pid,pid_update,accessService,dataUseRequirements,dataUseLimitation,Mapped
SIMD ,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,5e1ee577-f1d1-48ae-861e-6a5f2f510773,"""5e1ee577-f1d1-48ae-861e-6a5f2f510773"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/
",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
Covid-19 Tests,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,53585c9c-f588-41f8-b493-3d271a2794a8,"""53585c9c-f588-41f8-b493-3d271a2794a8"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/
",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
SCI Diabetes,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,e179bd5b-0153-46d4-9e1b-4febd3f1153f,"""e179bd5b-0153-46d4-9e1b-4febd3f1153f"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/
","['DISCLOSURE CONTROL', 'ETHICS APPROVAL REQUIRED']",['GENERAL RESEARCH USE'],TRE/SDE
Lighthouse,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,62903826-acfc-4d60-9010-cd70b4f556c1,"""62903826-acfc-4d60-9010-cd70b4f556c1"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/
",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
The Airwave Health Monitoring Study,AIRWAVE,98bfe17f-be12-47b1-943a-2d3a621b7618,"""98bfe17f-be12-47b1-943a-2d3a621b7618"",","Using Dementia Platform UK's data portal, any bona fide researcher can apply to access data from the Airwave Health Monitoring Study by completing an online application form including: information about the applicant(s), project details, technical specification, data categories requested, and scientific context.",['USER SPECIFIC RESTRICTION'],['GENERAL RESEARCH USE'],Varies based on project
Covid 19 Accident and Emergency Statistics,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,c319c402-7ca7-4e2b-bd17-a1abacf9f84c,"""c319c402-7ca7-4e2b-bd17-a1abacf9f84c"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
HES Admitted Patient Care data for QResearch,QResearch,69996d55-ead8-4c8a-a2b6-eb5cdc0e7d75,"""69996d55-ead8-4c8a-a2b6-eb5cdc0e7d75"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
HES Maternity for QResearch,QResearch,30ec0315-5242-40cb-93ad-2c6f244caad4,"""30ec0315-5242-40cb-93ad-2c6f244caad4"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
COVID Therapeutics data for QResearch,QResearch,891150d2-85b5-4bed-88a8-7d65f75bb020,"""891150d2-85b5-4bed-88a8-7d65f75bb020"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
Vaccine Adverse Reactions data for QResearch,QResearch,9ad92ce4-7410-4edc-a5ac-2c0c64915f4c,"""9ad92ce4-7410-4edc-a5ac-2c0c64915f4c"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
NIMS - National immunisation data for QResearch,QResearch,65b04cbe-1b5c-44d7-b640-ce63fb106401,"""65b04cbe-1b5c-44d7-b640-ce63fb106401"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
Cancer registry data for QResearch,QResearch,fd876055-ab0f-4562-9e8a-35efa3928b02,"""fd876055-ab0f-4562-9e8a-35efa3928b02"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
ICNARC - Intensive Care National Audit and Research Centre for QResearch,QResearch,0e6aaabb-0efc-4a69-a9a7-aa98888c04bd,"""0e6aaabb-0efc-4a69-a9a7-aa98888c04bd"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
RTDS - Radiotherapy treatment data set for QResearch,QResearch,3a65467a-61a1-4801-ba73-1e062de75c85,"""3a65467a-61a1-4801-ba73-1e062de75c85"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
SACT - systemic anticancer treatment  for QResearch,QResearch,c7219fcb-cf19-474c-bdbf-8d72b84c9f0e,"""c7219fcb-cf19-474c-bdbf-8d72b84c9f0e"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
HES Outpatients data for QResearch,QResearch,8321071e-88ef-4d7e-8cf8-ab826c00096c,"""8321071e-88ef-4d7e-8cf8-ab826c00096c"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
HES Emergency Care (Accident & Emergency) data for QResearch,QResearch,9fc11eb5-3e64-491d-9b50-43a84bd76fee,"""9fc11eb5-3e64-491d-9b50-43a84bd76fee"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
HES Critical Care data for QResearch,QResearch,87966461-0162-4649-84e3-76adc5cd0274,"""87966461-0162-4649-84e3-76adc5cd0274"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
QResearch®,QResearch,777d6ac1-6879-4750-9a85-9e42d28bb8d4,"""777d6ac1-6879-4750-9a85-9e42d28bb8d4"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
SGSS data for QResearch,QResearch,8a438697-7cdd-4716-8824-8685fa8eb314,"""8a438697-7cdd-4716-8824-8685fa8eb314"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
ONS Death Registration data for QResearch,QResearch,0d9db5af-972a-4597-ae5b-f9c2fdeddeff,"""0d9db5af-972a-4597-ae5b-f9c2fdeddeff"",","Remote Desktop to dedicated Windows Server.

Standard Server Spec:
16GB RAM, 4 Logical Xeon Gold Processors, 200 GB HDD

Max available Server Spec:
512GB RAM, 72 Logical Xeon Gold Processors, 2TB HDD. Tesla V100 GPU",['ETHICS APPROVAL REQUIRED'],"['RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
Synthetic Dataset- Patients at risk of sudden death: hypertrophic cardiomyopathy,PIONEER,7b1c1f1a-4fb2-452d-9a3c-7748992b1fa4,"""7b1c1f1a-4fb2-452d-9a3c-7748992b1fa4"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",['PROJECT SPECIFIC RESTRICTIONS'],"['GENERAL RESEARCH USE', 'COMMERCIAL RESEARCH USE']",TRE/SDE
"A synthetic dataset of 15,000 ""patients"" with Community Acquired Pneumonia (CAP)",PIONEER,a6575d98-0b2b-4c06-b9c6-88c1729257b9,"""a6575d98-0b2b-4c06-b9c6-88c1729257b9"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",['PROJECT SPECIFIC RESTRICTIONS'],"['GENERAL RESEARCH USE', 'COMMERCIAL RESEARCH USE']",TRE/SDE
Unscheduled Care,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,b37c01bf-59ba-412b-a08e-f8f8add92eab,"""b37c01bf-59ba-412b-a08e-f8f8add92eab"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
SHARE,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,232c528c-48b5-4ff5-8119-5e9340bdc167,"""232c528c-48b5-4ff5-8119-5e9340bdc167"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
COG-UK Viral Genome Sequences,COVID-19 GENOMICS UK,1fe02b65-7b77-43bf-93c8-4f0743fee672,"""1fe02b65-7b77-43bf-93c8-4f0743fee672"",",,[],[],"Not reported/to be confirmed"
SAS(Scottish Ambulance Service) Hypoglycemic,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,6a419752-42b0-485f-a0eb-08baa820920a,"""6a419752-42b0-485f-a0eb-08baa820920a"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
CRIS,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,35808620-ea01-410a-8948-cee412f1fe23,"""35808620-ea01-410a-8948-cee412f1fe23"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
Covid-19 Second Generation Surveillance System,NHS DIGITAL,fede31c6-a9c5-4cfb-9866-9b58b2199cff,"""fede31c6-a9c5-4cfb-9866-9b58b2199cff"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE).

Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely

DAE: https://digital.nhs.uk/services/data-access-environment-dae","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['RESEARCH SPECIFIC RESTRICTIONS'],TRE/SDE
Virus Watch,OFFICE FOR NATIONAL STATISTICS,28bb192d-d990-4f7a-b552-345684fa8704,"""28bb192d-d990-4f7a-b552-345684fa8704"",","The Office for National Statistics Secure Research Service (SRS) gives accredited researchers secure access to de-identified, unpublished data in order to work on research projects for the public good.   Most datasets are available to access through remote access to the SRS. In some instances, the data can only be accessed from an approved safe setting.
For more information,visit:
https://www.ons.gov.uk/aboutus/whatwedo/statistics/requestingstatistics/secureresearchservice/aboutthesecureresearchservice","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE', 'INSTITUTION SPECIFIC RESTRICTIONS']",['RESEARCH USE ONLY'],Direct Access
NHS Lothian GP data,DataLoch,837a761e-a27a-45d9-ae61-bc3fc0b9f12a,"""837a761e-a27a-45d9-ae61-bc3fc0b9f12a"",",https://dataloch.org/data/how-to-apply,[],['PROJECT SPECIFIC RESTRICTIONS'],Other
South East Scotland Cancer Database  - Core Oncology Dataset,DataLoch,13c0e5fb-005f-467d-8b3b-5b652b9e76ba,"""13c0e5fb-005f-467d-8b3b-5b652b9e76ba"",",Researchers define their cohort and time period and select from a list of available data variables. Analysts will retrieve the data and make it available as an Excel file.,"['PROJECT SPECIFIC RESTRICTIONS', 'DISCLOSURE CONTROL']","['PROJECT SPECIFIC RESTRICTIONS', 'RESEARCH SPECIFIC RESTRICTIONS']",Direct Access
NHS Lothian Secondary Care - Lothian extract from Scottish Morbidity Records ,DataLoch,3aeeee52-e5f8-462c-b1f3-fe43e3aa1e10,"""3aeeee52-e5f8-462c-b1f3-fe43e3aa1e10"",",https://dataloch.org/data/how-to-apply,[],['PROJECT SPECIFIC RESTRICTIONS'],Other
NHS Lothian Critical Care,DataLoch,e790ea58-e3b3-4186-8de0-f0556ed43564,"""e790ea58-e3b3-4186-8de0-f0556ed43564"",",https://dataloch.org/data/how-to-apply,[],['PROJECT SPECIFIC RESTRICTIONS'],Other
NHS Lothian Lab Results,DataLoch,f67fe6c6-f431-4fc5-88ed-8b23d11be458,"""f67fe6c6-f431-4fc5-88ed-8b23d11be458"",",https://dataloch.org/data/how-to-apply,[],['PROJECT SPECIFIC RESTRICTIONS'],Other
Deaths - National Records of Scotland,DataLoch,e73bb8ed-df18-46b1-bfc2-a91e81e5fe91,"""e73bb8ed-df18-46b1-bfc2-a91e81e5fe91"",",https://dataloch.org/data/how-to-apply,[],['PROJECT SPECIFIC RESTRICTIONS'],Other
Lothian Community Prescribing,DataLoch,89b6688c-2575-4baa-9332-f718c23d7b15,"""89b6688c-2575-4baa-9332-f718c23d7b15"",",https://dataloch.org/data/how-to-apply,[],['PROJECT SPECIFIC RESTRICTIONS'],Other
Lothian Primary and Secondary Care with Phenotypes ,DataLoch,6c3c2424-eccb-4f78-b862-46f807f13c53,"""6c3c2424-eccb-4f78-b862-46f807f13c53"",",https://dataloch.org/data/how-to-apply,[],['PROJECT SPECIFIC RESTRICTIONS'],Other
Synthetic dataset - Using data-driven ML towards improving diagnosis of ACS,PIONEER,bdd9a3bf-e88a-4681-95cd-ae2afb2c9f2c,"""bdd9a3bf-e88a-4681-95cd-ae2afb2c9f2c"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",['PROJECT SPECIFIC RESTRICTIONS'],['GENERAL RESEARCH USE'],TRE/SDE
Machine Learning Frailty Index estimates with routine test results in acute care,PIONEER,ea334a9e-f6fa-44eb-b9e3-d180d3ae14da,"""ea334a9e-f6fa-44eb-b9e3-d180d3ae14da"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",['PROJECT SPECIFIC RESTRICTIONS'],['GENERAL RESEARCH USE'],TRE/SDE
Aberdeen Maternity and Neonatal Databank (AMND),Grampian Data Safe Haven (DaSH) – University of Aberdeen,5ece7fd9-f9fb-43ae-9021-4dc406fcfd70,"""5ece7fd9-f9fb-43ae-9021-4dc406fcfd70"",","The Grampian Data Safe Haven

The Grampian Data Safe Haven (DaSH) is a secure, virtual healthcare data analysis and storage centre established by the University of Aberdeen and NHS Grampian to allow for the secure processing and linking of health data for the Grampian and Scottish population when it is not practicable to obtain consent from individual patients.

The DaSH Research Coordinators can provide advice and support with obtaining the required approvals for DaSH projects. A Permissions Pathway guide explaining the approvals process for DaSH projects is also available. In addition, DaSH have some template application forms with pre-populated information about DaSH that can be used by researchers during the permission application process as appropriate.

DaSH technology ensures unconsented healthcare, social data and other types of sensitive data are accessible for research and clinical purposes whilst protecting individuals’ privacy. Our ethos is built on working with clinicians, researchers and industry partners to improve health and social care by providing a safe and secure environment and enabling cutting-edge research.

The Grampian Data Safe Haven offers bespoke data storage, processing and linkage services based on the individual needs of your research project. The DaSH team works with researchers to provide detailed project planning and data management support whilst ensuring adherence to the highest standards of security and governance and protecting patient confidentiality. 

Each project is supported by a Research Coordinator and Data Analyst to ensure projects adhere to permissions and outputs meet the project specification and comply with information security regulations. If you require non-DaSH held datasets, we can assist with obtaining the relevant approvals, as well as coordinating the request with the data custodians and linkage between datasets.",['ETHICS APPROVAL REQUIRED'],['RESEARCH USE ONLY'],TRE/SDE
Emergency Care Data Set (ECDS),NHS DIGITAL,7749d90e-dd7a-4697-8a9c-666491c64a0c,"""7749d90e-dd7a-4697-8a9c-666491c64a0c"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE).

Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely

DAE: https://digital.nhs.uk/services/data-access-environment-dae","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],TRE/SDE
GPES Data for Pandemic Planning and Research (COVID-19),NHS DIGITAL,696cfc9f-090d-4328-94ac-140760a77c73,"""696cfc9f-090d-4328-94ac-140760a77c73"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE).

Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely

DAE: https://digital.nhs.uk/services/data-access-environment-dae","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['RESEARCH SPECIFIC RESTRICTIONS'],TRE/SDE
NHS Lothian Secondary Care -  Patient Management System extracts,DataLoch,e852fd5f-d05c-4281-9f89-e60410d65972,"""e852fd5f-d05c-4281-9f89-e60410d65972"",",https://dataloch.org/data/how-to-apply,[],['PROJECT SPECIFIC RESTRICTIONS'],Other
King's College Hospital MedCAT NLP 2011-2019,CogStack  - King’s College Hospital,4e8d4fed-69d6-402c-bd0a-163c23d6b0ee,"""4e8d4fed-69d6-402c-bd0a-163c23d6b0ee"",","Research use of the dataset is governed by the patient-led KERRI committee, and requires a KCH principal investigator. We recommend making contact with a KCH principal investigator first to facilitate applications for approvals. The data will only be accessible in the KCH data environment within the NHS firewall and will not be transferred out of KCH.","['USER SPECIFIC RESTRICTION', 'PROJECT SPECIFIC RESTRICTIONS']",['RESEARCH USE ONLY'],Varies based on project
HDR UK Papers & Preprints,HEALTH DATA RESEARCH UK,fd8d0743-344a-4758-bb97-f8ad84a37357,"""fd8d0743-344a-4758-bb97-f8ad84a37357"",",https://github.com/HDRUK/papers,['RETURN TO DATABASE OR RESOURCE'],['GENERAL RESEARCH USE'],Other
The EPIC-Oxford Study,"The EPIC-Oxford Study, Cancer Epidemiology Unit, Nuffield Department of Population Health, University of Oxford",985be746-2350-40aa-9dd3-14c2e452765b,"""985be746-2350-40aa-9dd3-14c2e452765b"",",The majority of requests to analyse EPIC-Oxford data also seek to analyse data from the whole EPIC-Europe collaboration. The data sharing guidance for accessing EPIC-Europe data can be found at the EPIC website hosted by the World Health Organization’s International Agency for Research on Cancer: https://epic.iarc.fr/access/index.php for further details.,"['USER SPECIFIC RESTRICTION', 'PROJECT SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE', 'RETURN TO DATABASE OR RESOURCE', 'PUBLICATION REQUIRED', 'TIME LIMIT ON USE']",['RESEARCH USE ONLY'],Varies based on project
Avon Longitudinal Study of Parents and Children,AVON LONGITUDINAL STUDY OF PARENTS AND CHILDREN,255d70c6-9a50-4b62-adc0-44216606a216,"""255d70c6-9a50-4b62-adc0-44216606a216"",",Bespoke datasets are shared directly with the researcher unless  administrative data is required (e.g. health or educational records) in which case UKSerP is used.,['NOT FOR PROFIT USE'],['GENERAL RESEARCH USE'],Direct Access
Opinions and Lifestyle Survey - Great Britain,OFFICE FOR NATIONAL STATISTICS,e253257c-48c2-491b-b3b9-205161a16a7e,"""e253257c-48c2-491b-b3b9-205161a16a7e"",","The Office for National Statistics Secure Research Service (SRS) gives accredited researchers secure access to de-identified, unpublished data in order to work on research projects for the public good.   Most datasets are available to access through remote access to the SRS. In some instances, the data can only be accessed from an approved safe setting. 
 For more information,visit: https://www.ons.gov.uk/aboutus/whatwedo/statistics/requestingstatistics/approvedresearcherscheme","['ETHICS APPROVAL REQUIRED', 'NOT FOR PROFIT USE', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION REQUIRED']",['RESEARCH USE ONLY'],Direct Access
