Publisher,id,doiName,Dataset Title,Abstract,Keywords,Description,Possible Category,Possible Sub Category,Matched Field,Mapped Data type,Mapped Data sub type,Annotation note link,Github tool link,Synthetic dataset link,Frequency dataset link
hqip,4d1271dd-b256-454b-9b13-be38bef73f15,,paediatric intensive care audit network - core dataset (admission),"picanet records treatment details of all critically ill children in paediatric intensive care units (picus). this dataset includes admission details, medical history, blood tests, diagnoses and procedures, interventions, discharge and 30 day survival.","['Core', 'Paediatric', 'PICANet', 'PICU', 'Audit', 'Admission']","paediatric intensive care audit network (picanet) is an audit database recording details of the treatment of all critically ill children in paediatric intensive care units (picus).  the admission dataset includes admission details, past medical history, blood tests, diagnoses and procedures, daily interventions, discharge and 30 day survival.",[],[],[],Health and disease; Registry,Maternity and neonatology,,,,
hqip,a513dd3b-7e58-4d7f-8164-0a4dbe0a96c0,,paediatric intensive care audit network - core dataset (referral),picanet records treatment of all critically ill children in paediatric intensive care units (picus). this dataset records requests for transport within the pic service and/or a picu admission when clinicians agree on requirement.,"['Core', 'Paediatric', 'PICANet', 'Refferal', 'PICU', 'Audit']",paediatric intensive care audit network (picanet) is an audit database recording details of the treatment of all critically ill children in paediatric intensive care units (picus).  the referral dataset is completed for every patient where there is a request for transport within the pic service and/or a picu admission when clinicians agree that the patient requires pic transport and/or a picu bed.,[],[],[],Health and disease; Registry,Maternity and neonatology,,,,
hqip,a8bfd0c4-1aec-47cc-9e45-00a713482fa2,,paediatric intensive care audit network - core dataset (transport),"picanet records details of the treatment of all critically ill children in paediatric intensive care units (picus). this dataset includes patient level on the type of transport team, staffing of transport, outcome of transport and critical incidents.","['Core', 'Transport', 'Paediatric', 'PICANet', 'PICU', 'Audit']","paediatric intensive care audit network (picanet) is an audit database recording details of the treatment of all critically ill children in paediatric intensive care units (picus). the transport dataset includes information at patient level on the type of transport team, staffing of transport, outcome of transport and critical incidents.",[],[],[],Health and disease; Registry,Maternity and neonatology,,,,
hqip,b9b4ee9a-3ffa-483d-8e46-16f862c83740,,paediatric intensive care audit network - customised data collection,picanet records details of the treatment of all critically ill children in paediatric intensive care units (picus).  customised data collection is the collection of any additional data beyond the picanet core dataset for the purposes of audit.,"['Paediatric', 'PICANet', 'PICU', 'Custom', 'Audit']",paediatric intensive care audit network (picanet) is an audit database recording details of the treatment of all critically ill children in paediatric intensive care units (picus). customised data collection is the collection of any additional data beyond the picanet core dataset for the purposes of audit. collection is voluntary and topics vary.,[],[],[],Health and disease; Registry,Maternity and neonatology,,,,
hqip,4710222c-9830-4ae4-8be6-b25c723812e1,,sentinel stroke national audit programme acute organisational survey dataset,"the acute organisational audit dataset includes the quality of stroke service organisation in acute settings, including staffing levels, acute care processes, tia services, access to specialist support and communication with patients and carers.","['Acute Organisational Survey', 'Sentinel', 'SSNAP', 'Stroke', 'Audit']","the acute organisational audit dataset is refreshed biennially and includes the quality of stroke service organisation in acute settings by ascertaining staffing levels, acute care processes, tia (mini stroke) services, access to specialist support and communication with patients and carers. surveys were undertaken in england and wales in 2012,2014, 2016 and 2019.",[],[],[],Health and disease,Cardiovascular,,,,
hqip,203cc8b4-7711-4d1f-9213-af982d6cff28,,sentinel stroke national audit programme clinical dataset,"this continuously ascertained, record-level dataset audit collects information on stroke patients in england, wales and northern ireland in acute hospital, and follows recovery, rehabilitation, and outcomes at the point of 6 month assessment.","['Sentinel', 'SSNAP', 'Stroke', 'Clinical Dataset', 'Audit']","this continuously ascertained, record-level dataset audit collects information on stroke patients in england, wales and northern ireland in every acute hospital, and follows the pathway through recovery, rehabilitation, and outcomes at the point of 6-month assessment.",[],[],[],Health and disease; Registry,Cardiovascular,,,,
discover now,617a2db3-ce8b-47fc-bc0c-7ead14828692,,air pollution exposure estimates,modelled concentrations of annual average nitrogen dioxide (no2) and particulate matter with diameter <2.5µm (pm2.5) were linked to postcode centroids in greater london. the pollution values are joined to nwl registered population using current postcode.,"['AIR POLLUTION', 'Air pollution', 'Pollution', 'Discover-NOW', 'Real World data', 'Linked longitudinal', 'Real world data']","modelled concentrations (µg/m3) of annual average nitrogen dioxide (no2) and particulate matter with diameter <2.5µm (pm2.5) were linked to postcode centroids in greater london. air pollution exposure estimates (i.e. concentrations) were derived using models developed for the year 2015 by overlaying the x,y location of postcode centroids with no2 and pm2.5 maps (25m x 25m resolution) within a geographic information system (gis). following analysis of changes in air pollution measurements over time, using routine monitoring data from the defra-run automatic urban and rural network (aurn), we made adjustments to the 2015 modelled concentrations to estimate 2010 to 2019 exposures using a method know as ‘differencing’ (gulliver et al. 2013). ",[],[],[],Environmental and Energy,N/A,,,,
discover now,ce9d2bf0-3231-4ba6-9d15-e2a983ba5845,,national waiting list clock starts,restoration of elective activity (acute) - all rtt pathways with a clock start date after 23:59 on sunday 4th april 2021 and before 23:59 on the sunday of the reporting period and not recorded to date (in a previous submission).,"['Waiting List', 'Waiting Times', 'Elective', 'Acute', 'acute care', 'acute hospitals', 'RTT', 'Referral to treatment', 'Referral', 'care pathways', 'pathways', 'RTT pathway', 'clock start', 'Discover-NOW', 'Discover ', 'Real World data', 'Real world data', 'Linked longitudinal', 'elective recovery']","restoration of elective activity is one of the highest priorities for nhs england and nhs improvement following the impact of the covid-19 pandemic. understanding the composition of the waiting list is critical to managing restoration within north west london. 

data will be collected via data submissions made by each individual provider of nhs acute healthcare services in north west london. this dataset includes data from imperial college healthcare nhs trust, chelsea and westminster nhs foundation trust, london north west healthcare nhs trust and the hillingdon hospital nhs trust. data will be processed under an information sharing agreement between north west london ccg and each organisation. data submissions will be processed and used for the following purposes:

  1.  developing a visual display of the waiting list composition (elective waiting list data dashboard).
  2.  developing a data quality improvement programme with providers.

all rtt pathways with a clock start date after 23:59 on sunday 4th april 2021 and before 23:59 on the sunday of the reporting period and not recorded to date (in a previous submission).",[],[],[],Health and Disease,Other,,,,
discover now,98311ccf-4429-4de1-97e3-f96375d42608,,national waiting list clock stops,restoration of elective activity (acute) - all rtt pathways with a clock stop date after 23:59 on sunday 4th april 2021 and before 23:59 on the sunday of the reporting period and not recorded to date (in a previous submission).,"['Waiting List', 'Waiting Times', 'Elective ', 'Acute', 'acute care', 'acute hospitals', 'RTT', 'Referral to treatment', 'Referral', 'care pathways', 'pathways', 'Pathway', 'RTT pathway', 'clock stop', 'Discover-NOW', 'Discover', 'Real World data', 'Real world data', 'Linked longitudinal', 'elective recovery']","restoration of elective activity is one of the highest priorities for nhs england and nhs improvement following the impact of the covid-19 pandemic. understanding the composition of the waiting list is critical to managing restoration within north west london. 

data will be collected via data submissions made by each individual provider of nhs acute healthcare services in north west london. this dataset includes data from imperial college healthcare nhs trust, chelsea and westminster nhs foundation trust, london north west healthcare nhs trust and the hillingdon hospital nhs trust. data will be processed under an information sharing agreement between north west london ccg and each organisation. data submissions will be processed and used for the following purposes:

  1.  developing a visual display of the waiting list composition (elective waiting list data dashboard).
  2.  developing a data quality improvement programme with providers.

all rtt pathways with a clock stop date after 23:59 on sunday 4th april 2021 and before 23:59 on the sunday of the reporting period and not recorded to date (in a previous submission).",[],[],[],Health and Disease,Other,,,,
discover now,47956ede-3eaa-486e-b6e7-329518b23d35,,national waiting list diagnostics,restoration of elective activity (acute) - all open (incomplete) and planned diagnostic waits for modalities in scope dm01 before 23:59 on sunday of the reporting period. ,"['Waiting List', 'Waiting Times', 'Elective', 'Acute', 'acute care', 'acute hospitals', 'RTT', 'Referral to treatment', 'Referral', 'Diagnostic', 'care pathways', 'pathways', 'RTT pathway', 'Discover-NoW', 'discover', 'Real World data', 'Real world data', ' Linked longitudinal', 'elective recovery']","restoration of elective activity is one of the highest priorities for nhs england and nhs improvement following the impact of the covid-19 pandemic. understanding the composition of the waiting list is critical to managing restoration within north west london. 

data will be collected via data submissions made by each individual provider of nhs acute healthcare services in north west london. this dataset includes data from imperial college healthcare nhs trust, chelsea and westminster nhs foundation trust, london north west healthcare nhs trust and the hillingdon hospital nhs trust. data will be processed under an information sharing agreement between north west london ccg and each organisation. data submissions will be processed and used for the following purposes:
  1.  developing a visual display of the waiting list composition (elective waiting list data dashboard).
  2.  developing a data quality improvement programme with providers.

all open (incomplete) and planned diagnostic waits for modalities in scope dm01 before 23:59 on sunday of the reporting period. ",[],[],[],Health and Disease,Other,,,,
discover now,276e9d2f-6d42-4a97-9d9d-c287db6c4251,,national waiting list open pathways,restoration of elective activity (acute) - all open (incomplete) rtt & not current rtt pathways as at 23:59 on the sunday of the reporting period.,"['Waiting List', 'Waiting Times', 'Elective', 'Acute', 'acute care', 'acute hospitals', 'RTT', 'Referral to treatment', 'Referral', 'care pathways', 'pathways', 'RTT pathway', 'open pathways', 'Discover-NOW', 'Discover', 'Real World data', 'Real world data', 'Linked longitudinal', 'elective recovery']","restoration of elective activity is one of the highest priorities for nhs england and nhs improvement following the impact of the covid-19 pandemic. understanding the composition of the waiting list is critical to managing restoration within north west london. 

data will be collected via data submissions made by each individual provider of nhs acute healthcare services in north west london. this dataset includes data from imperial college healthcare nhs trust, chelsea and westminster nhs foundation trust, london north west healthcare nhs trust and the hillingdon hospital nhs trust. data will be processed under an information sharing agreement between north west london ccg and each organisation. data submissions will be processed and used for the following purposes:
  1.  developing a visual display of the waiting list composition (elective waiting list data dashboard).
  2.  developing a data quality improvement programme with providers.

all open (incomplete) rtt & not current rtt pathways as at 23:59 on the sunday of the reporting period.",[],[],[],Health and Disease,Other,,,,
discover now,a8861392-d017-40bd-8d19-4b7012cf456c,,north west london accident and emergency data (nwl a&e),"the nwl a&e linked table is taken from the secondary users service database which contains records of care administered in an a&e setting within nwl. some of the data items included are dates, referral sources, diagnosis and treatments.","['A&E', 'Accident and Emergency', 'Discover-NOW', 'Integrated Care', 'Pathway', 'Real World data', 'Linked longitudinal']","initially this data is collected during a patient's time at hospital as part of the commissioning data set (cds). this is submitted to nhs digital for processing and is returned to healthcare providers as the secondary uses service (sus) data set and includes information relating to payment for activity undertaken. it allows hospitals to be paid for the care they deliver. 
this same data can also be processed and used for non-clinical purposes, such as research and planning health services. because these uses are not to do with direct patient care, they are called 'secondary uses'. this is the sus data set.
sus data covers all nhs clinical commissioning groups (ccgs) in england, including:
•	private patients treated in nhs hospitals
•	patients resident outside of england
•	care delivered by treatment centres (including those in the independent sector) funded by the nhs
each sus record contains a wide range of information about an individual patient admitted to an nhs hospital, including:
•	clinical information about diagnoses and operations
•	patient information, such as age group, gender and ethnicity
•	administrative information, such as dates and methods of admission and discharge
•	geographical information such as where patients are treated and the area where they live
nhs digital apply a strict statistical disclosure control in accordance with the nhs digital protocol, to all published sus data. this suppresses small numbers to stop people identifying themselves and others, to ensure that patient confidentiality is maintained.

who sus is for
sus provides data for the purpose of healthcare analysis to the nhs, government and others including:

the secondary users service (sus) database is made up of many data items relating to a&e care delivered by nhs hospitals in england. many of these items form part of the national commissioning data set (cds), and are generated by the patient administration systems within each hospital.
•	national bodies and regulators, such as the department of health, nhs england, public health england, nhs improvement and the cqc
•	local clinical commissioning groups (ccgs)
•	provider organisations
•	government departments
•	researchers and commercial healthcare bodies
•	national institute for clinical excellence (nice)
•	patients, service users and carers
•	the media

uses of the statistics
the statistics are known to be used for:
•	national policy making
•	benchmarking performance against other hospital providers or ccgs  
•	academic research
•	analysing service usage and planning change
•	providing advice to ministers and answering a wide range of parliamentary questions
•	national and local press articles
•	international comparison
more information can be found at 
https://digital.nhs.uk/data-and-information/data-tools-and-services/data-services/hospital-episode-statistics
https://digital.nhs.uk/data-and-information/publications/statistical/hospital-accident--emergency-activity""",['socioeconmic'],['ethnicity'],"['{Field: Description, Value: ethnicity}']",Health and Disease; Treatment /Intervention,Other,,,,
discover now,ec877561-1127-4548-8a01-111f352b2e51,,north west london acute patient level data (nwl acute pld),"slam is comprehensive transactional commissioning toolkit, showing ccgs and providers including planned and actual reports to support nhs commissioning (tariff, non-tariff & block contracts). acute pld shows a&e, op & ip data for nwl contracted providers.","['SLAM PLD', 'Acute PLD', 'A&E', 'Accident and Emergency', 'IP', 'APC', 'Spell', 'Inpatient', 'Episode', 'OP', 'Outpatient', 'Discover-NOW', 'Integrated Care', 'Pathway', 'Real World data', 'Linked longitudinal']","slam is comprehensive transactional commissioning toolkit, showing ccgs and providers including planned and actual reports to support nhs commissioning (tariff, non-tariff & block contracts). acute pld shows a&e, op & ip data for nwl contracted providers.",[],[],[],Health and Disease,Other,,,,
discover now,dcb5a244-272c-4b72-9353-cf2ed6dc3428,,north west london admitted patient care data (nwl apc),"the nwl apc linked table is taken from the secondary users service database which contains records of care administered in an apc setting within nwl. some of the data items included are admission and discharge dates, diagnosis(icd10) and procedures(opcs4)","['IP', 'APC', 'Spell', 'Inpatient', 'Episode', 'Discover-NOW', 'Pathway', 'Real World data', 'Linked longitudinal']","the secondary users service (sus) database is made up of many data items relating to admitted patient care delivered by nhs hospitals in england. many of these items form part of the national commissioning data set (cds), and are generated by the patient administration systems within each hospital.  when a patient or service user is treated or cared for, information is collected which supports their treatment. this information is also useful to commissioners and providers of nhs-funded care for 'secondary' purposes - purposes other than direct or 'primary' clinical care - such as:  healthcare planning commissioning of services national tariff reimbursement development of national policy sus is a secure data warehouse that stores this patient-level information in line with national standards and applies complex derivations which support national tariff policy and secondary analysis.   access to sus is managed using role-based access control (rbac) which grants appropriate access levels to identifiable or de-identified data based on the users job role.",[],[],[],Health and Disease; Treatment /Intervention,Other,,,,
discover now,641ae32a-2fce-40d7-b3c4-6550eddf3003,,north west london adult social care data (nwl asc),"the nwl asc linked table holds care package data relating to patients registered with a nwl gp. a locally agreed data set between nwl boroughs and commissioners has defined data items such as start and end dates, allocated teams and service descriptions.","['ACS', 'Adult Social Care', 'Discover-NOW', 'Adult Social Care Outcomes Framework', 'ASCOF', 'Integrated Care', 'Real World data', 'Linked longitudinal']","the adult social care outcomes framework (ascof) measures how well care and support services achieve the outcomes that matter most to people. the measures are grouped into four domains which are typically reviewed in terms of movement over time. these domains are:

- enhancing quality of life for people with care and support needs
- delaying and reducing the need for care and support
- ensuring that people have a positive experience of care and support
- safeguarding adults whose circumstances make them vulnerable and protecting from avoidable harm

the ascof aims to give an indication of the strengths and weaknesses of social care in delivering better outcomes for people who use services. this report will be of interest to:

- central government - for policy development and monitoring, and for parliamentary questions and prime minister's questions
- councils with adult social services responsibilities (cassrs) - for measuring local performance and for benchmarking against other cassrs
- charities
- academics
- the general public.",[],[],[],Socioeconomic,Other,,,,
discover now,c3508fc1-a89f-44ea-bcc7-8d0b840f00bd,,north west london community data (nwl com),"the nwl com linked table holds activity data from community providers which contains records of care administered in a community setting within nwl. some of the data items included are breastfeeding and nutrition, scored assessments and screening activity","['Community', 'Discover-NOW', 'Community Providers', 'Community Setting', 'Community Services Data Set', 'CSDS', ""Children and Young People's Health Services Data Set"", 'Community Information Data Set', 'CIDS', 'Integrated Care', 'Real World data', 'Linked longitudinal']","providers of publicly-funded community services are legally mandated to collect and submit community health data, as set out by the health and social care act 2012. 

the community services data set (csds) expands the scope of the  children and young people's health services data set (cyphs) data set, by removing the 0-18 age restriction. the csds supersedes the cyphs data set, to allow adult community data to be submitted.

the structure and content of the csds remains the same as the cyphs data set. the community information data set (cids) has been retired, to remove the need for a separate local collection and reduce burden on providers.

reports from the csds are available to download from the community services data set reports webpage.",[],[],[],Health and Disease,Other,,,,
discover now,0633eda2-9611-4e44-a77e-587b158ddc79,,north west london coordinate my care (nwl cmc),the nwl cmc linked table is an innovative nhs service that builds medical care around the wishes of each patient. patients registered with a nwl general practice can create plans with their gp and share with healthcare professionals treating them.,"['CMC', 'Discover-NOW', 'Coordinate My Care', 'End of Life', 'Integrated Care', 'Pathway', 'Real World data', 'Linked longitundinal']",list of patients with cmc care plan (end of life care plan).,[],[],[],Health and Disease,Other,,,,
discover now,0e6ba3f5-9aac-4d99-b707-d9d580f88565,,north west london covid-19 patient level situation report (nwl covid19 sitrep),"the nwl covid19 pld sitrep linked table is a direct daily feed from nwl providers. the table provides the patient level data related to covid admissions in hospital since the outbreak of the pandemic, includes bed status/ventilation status etc.","['SITREP', 'Discover-NOW', 'Integrated Care', 'COVID-19', 'COVID', 'Pathway', 'Real World data', 'Linked longitudinal']","the daily situation report collects data on:
the number of urgent operations cancelled, including those cancelled for the 2nd time or more, throughout the month
critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds",[],[],[],Health and Disease,Other,,,,
discover now,b7fa4e60-5609-41ed-a0ff-3a2a9c85aa1d,,north west london high cost drugs data (nwl hcd),"the nwl hcd linked table are a number of high cost drugs that are excluded from the payment by results (pbr) tariff. they are typically specialist and are delivered to patients within nwl. the data includes details such as drug name, quantity and dosage.","['High Cost Drugs', 'HCD', 'Discover-NOW', 'Integrated Care', 'Pathway', 'Real World data', 'Linked longitudinal']","the purpose of the drugs patient level contract monitoring (drplcm) is to enable the interchange, in a uniform format, of monthly patient level drug contract monitoring data between commissioners and providers of healthcare. this will ensure that contract monitoring and reporting is consistent and comparable across all commissioning organisations and their footprints.",[],[],[],Health and Disease,Other,,,,
discover now,72e7ffa2-ab8d-48da-90e1-885ffa846e30,,north west london integrated care record (nwl icr),"the nwl icr links all the tables held within discover-now via a de-identified patient key. this can be used for pathway analysis and population health analysis across care settings as discover-now has data for primary, secondary and social care.","['Primary Care Events', 'Dataset', 'Adult Social Care', 'High Cost Drugs', 'Primary Care Prescriptions', 'Mental Health', 'Community', 'Patient Level Data', 'Integrated Care Record', 'Outpatient Care', 'Accident and Emergency', 'Linked', 'Admitted Patient Care', 'Discover-NOW', 'Integrated Care', 'Pathway', 'Real World data', 'linked longitudinal']","this dataset is a merged dataset of the existing datasets already published. this dataset contains all the columns made available within the individual datasets but as one large amalgamated dataset. this provides a longitudinal linked dataset of nwl patients to support pathway analysis, population health analysis and research analytics that requires data from various care settings.",[],[],[],Health and Disease,Other,,,,
discover now,cb6deb3b-129c-458e-9cad-77bb16cf3bb7,,north west london mental health data (nwl mh),"the nwl mh linked table holds activity data from mental health providers and contains the type and location of care received, episodes of care, diagnoses and questionnaire scores for individuals who have accessed adult mental health services within nwl.","['MH', 'Mental Health', 'Discover-NOW', 'Children and Young People Improving Access to Psychological Therapies', 'CYP-IAPT', 'MHSDS', 'Real World data', 'Linked longitudinal', 'Integrated Care']","the mhsds brings together information captured on clinical systems as part of patient care. it covers:

- adult and children's mental health
- learning disabilities or autism spectrum disorder
- children and young people improving access to psychological therapies (cyp-iapt) services
- early intervention care pathway

the mhsds covers not only services provided in hospitals but also outpatient clinics and in the community, where the majority of people in contact with these services are treated.",['health and disease'],['mental health'],"['{Field: Dataset Title, Value: mental health}', '{Field: Abstract, Value: mental health}', '{Field: Description, Value: mental health}']",Health and Disease,Mental health,,,,
discover now,e7081c6c-da4b-49dc-ba02-45b211af2d27,,north west london outpatient care data (nwl op),"the nwl op linked table is taken from the secondary users service database which contains records of care administered in an op setting within nwl. some of the data items included are appointment dates, hrg codes, specialties and referral sources.","['OP', 'Outpatient', 'Discover-NOW', 'Outpatient Care Data', 'Pathway', 'Real World data', 'Linked longitudinal']","when a patient or service user is treated or cared for, information is collected which supports their treatment. this information is also useful to commissioners and providers of nhs-funded care for 'secondary' purposes - purposes other than direct or 'primary' clinical care - such as:  healthcare planning commissioning of services national tariff reimbursement development of national policy sus is a secure data warehouse that stores this patient-level information in line with national standards and applies complex derivations which support national tariff policy and secondary analysis.   access to sus is managed using role-based access control (rbac) which grants appropriate access levels to identifiable or de-identified data based on the users job role.  the secondary users service (sus) database is made up of many data items relating to outpatient care delivered by nhs hospitals in england. many of these items form part of the national commissioning data set (cds), and are generated by the patient administration systems within each hospital.",[],[],[],Health and Disease; Treatment /Intervention,Other,,,,
discover now,6c438c15-31fd-4d74-9f27-f0812f23ba33,,north west london pathology (nwl path),"the nwl pathology linked table is a direct feed from the doctors laboratory and north west london pathology for patients registered within nwl. some of the data items included are test dates and times, test codes and names, and test results.","['Pathology', 'Discover-NOW', 'Integrated Care', 'COVID-19', 'COVID', 'Pathology', 'Pathway', 'Real World data', 'Linked longitudinal']",pathology results from nwl pathology and doctors labs in regards to covid-19 tests.,['measurement/test'],['laboratory'],"['{Field: Abstract, Value: laboratory}']",Health and Disease; Measurement/test,Other,,,,
discover now,487c3d2f-7206-47e8-8368-9e0416d55107,,north west london patient index (nwl pi),"the nwl patient index linked tables holds demographics for patients registered to a practices within nwl such as patient age, gender, first language and ethnicity. lower super output area and index of multiple deprivation rank is also included.","['Patient Level Data', 'PLD', 'Discover-NOW', 'Patient Index', 'Integrated Care', 'Role-Based Access Control', 'RBAC', 'pseudonymised', 'demographics', 'COVID-19', 'COViD', 'Pathway', 'Real world data', 'Linked longitudina']","when a patient or service user is treated or cared for, information is collected which supports their treatment. this information is also useful to commissioners and providers of nhs-funded care for 'secondary' purposes - purposes other than direct or 'primary' clinical care - such as:

- healthcare planning
- commissioning of services
- national tariff reimbursement
- development of national policy

sus is a secure data warehouse that stores this patient-level information in line with national standards and applies complex derivations which support national tariff policy and secondary analysis. 

access to sus is managed using role-based access control (rbac) which grants appropriate access levels to identifiable, anonymised or pseudonymised data based on the users job role.",['socioeconmic'],"['ethnicity', 'deprivation']","['{Field: Abstract, Value: ethnicity}', '{Field: Abstract, Value: deprivation}']",Health and Disease,Other,,,,
discover now,05b15b4f-f063-43d5-addb-58f5bf66e56d,,north west london population data (nwl pop),"the nwl pop table holds the nwl registered patients and key demographic information about them i.e. age, gender, ethinicity etc.","['NHAIS', 'Discover-NOW', 'Integrated Care', 'Pathway', 'Real World data', 'Linked longitudinal']","nhais is responsible for providing critical national systems and providing a large range of products and services underpinning vital operations in the nhs.

these data-intense services include payments to gps and managing patient registration records.",[],[],[],Health and Disease,Other,,,,
discover now,924419cb-ddab-40a9-9db3-c3db9b6e350f,,north west london primary care events data (nwl pce),"the nwl primary care events holds coded interactions between nwl registered patients and gp using emis or s1. this includes all clinical and non-clinical events the gps have recorded for the patient, the data has now got snomed codes incorporated.","['General Practice', 'GP', 'Discover-NOW', 'Integrated Care', 'Pathway', 'Real World data', 'Linked longitudinal']","organisations we collect information for include:

nhs england - information is used to collect gp payments, based on achievements under the quality and outcomes framework (qof) and the delivery of quality services
other government departments - for information about certain medical conditions and gp activity
universities and other organisations - for academic research and services such as screening programmes
the systems that we use to collect data and information include:
 

general practice extraction service (gpes) - used to collect information and data
calculating quality reporting service (cqrs) - to record practice participation and to process and display information
gp clinical systems - to record information at practice level
we are responsible for producing and maintaining the extract specification (business rules) to enable the extraction of these services.

interaction between a patient and the practice they are registered to

all appointments data

all clinical diagnostics data

all administrative activity related to patients communication with practice

all test results related to patients

all screening information related to patients",[],[],[],Health and Disease,Other,,,,
discover now,9e4453f2-b4f7-42da-963d-56104ddeff48,,north west london primary care prescriptions data (nwl pcp),"the nwl primary care prescriptions covers all general practices in nwl using emis or s1. this provides details of supply of prescriptions, issue date, primary care organisation that issued as well as whether it is a repeat or one-off prescription.","['Primary care prescription', 'PCP', 'Discover-NOW', 'Integrated Care', 'Pathway', 'Real World data', 'Linked longitudinal']","organisations we collect information for include:

nhs england - information is used to collect gp payments, based on achievements under the quality and outcomes framework (qof) and the delivery of quality services
other government departments - for information about certain medical conditions and gp activity
universities and other organisations - for academic research and services such as screening programmes
the systems that we use to collect data and information include:
 

general practice extraction service (gpes) - used to collect information and data
calculating quality reporting service (cqrs) - to record practice participation and to process and display information
gp clinical systems - to record information at practice level
we are responsible for producing and maintaining the extract specification (business rules) to enable the extraction of these services.",[],[],[],Health and Disease,Other,,,,
discover now,b23a6617-35c8-4bf3-b58a-0c3787f1fce8,,weekly sus ecds dataset,"the nwl weekly sus ecds linked table is a weekly submission from our 4 main providers (imperial college healthcare trust, hillingdon hospital, chelsea & westminister hospital and london north west hospital) and contains records of care in a&e within nwl. ","['A&E', 'Accident and Emergency', 'Discover-NOW', 'Integrated Care', 'Pathway', 'Real World data', 'Linked longitudinal', 'Emergency Care', 'Acute', 'acute hospitals', 'acute care', 'Discover']","initially this data is collected during a patient's time at hospital as part of the commissioning data set (cds). this is submitted to nhs digital for processing and is returned to healthcare providers as the secondary uses service (sus) data set and includes information relating to payment for activity undertaken. it allows hospitals to be paid for the care they deliver. 
this same data can also be processed and used for non-clinical purposes, such as research and planning health services. because these uses are not to do with direct patient care, they are called 'secondary uses'. this is the sus data set.
sus data covers all nhs clinical commissioning groups (ccgs) in england, including:
1. private patients treated in nhs hospitals
2. patients resident outside of england
3. care delivered by treatment centres (including those in the independent sector) funded by the nhs

each sus record contains a wide range of information about an individual patient admitted to an nhs hospital, including:
1. clinical information about diagnoses and operations
2. patient information, such as age group, gender and ethnicity
3. administrative information, such as dates and methods of admission and discharge
4. geographical information such as where patients are treated and the area where they live

nhs digital apply a strict statistical disclosure control in accordance with the nhs digital protocol, to all published sus data. this suppresses small numbers to stop people identifying themselves and others, to ensure that patient confidentiality is maintained.

who sus is for
sus provides data for the purpose of healthcare analysis to the nhs, government and others including:

the secondary users service (sus) database is made up of many data items relating to a&e care delivered by nhs hospitals in england. many of these items form part of the national commissioning data
set (cds), and are generated by the patient administration systems within each hospital.
1. national bodies and regulators, such as the department of health, nhs england, public health england, nhs improvement and the cqc
2. local clinical commissioning groups (ccgs)
3. provider organisations
4. government departments
5. researchers and commercial healthcare bodies
6. national institute for clinical excellence (nice)
7. patients, service users and carers
8. the media

uses of the statistics
the statistics are known to be used for:
1. national policy making
2. benchmarking performance against other hospital providers or ccgs  
3. academic research
4. analysing service usage and planning change
5. providing advice to ministers and answering a wide range of parliamentary questions
6. national and local press articles
7. international comparison

more information can be found at 
https://digital.nhs.uk/data-and-information/data-tools-and-services/data-services/hospital-episode-statistics
https://digital.nhs.uk/data-and-information/publications/statistical/hospital-accident--emergency-activity""",['socioeconmic'],['ethnicity'],"['{Field: Description, Value: ethnicity}']",Health and Disease; Treatment /Intervention,Other,,,,
