#,_id,license,description,name,tags,link,authors_names,categories,programmingLanguage,MK2 Programming Language (array),Language 1,Language 2,Package,resultsInsights,Team_owner,License MK2,License2 MK2,License Notes,Category,Category2,Category3,Category Notes,General note,MK2 Package,MK2 License (array),MK2 Type_Category (array)
0,5ece82142abda8b3a06f1a1b,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,0,CMMID Interactive Applications,"{'topics': ['COVID-19'], 'features': ['Modelling', 'Visualisation']}",https://cmmid.github.io/visualisations,['LSHTM'],"{'category': 'Data Modelling', 'programmingLanguageVersion': '', 'programmingLanguage': ['R']}","[{'programmingLanguage': 'R', 'version': ''}]","R, ",R,,Data modelling,0,London School of Hygiene and Tropical Medicine,Available upon request,,,Analysis,Reference documents/ Catalogue,,,Does an organisation need a Team on the Gateway in order to be able to have an organisational point of contact?,Data modelling,", ","Analysis, Reference documents/ Catalogue, "
92,5fbcf105f1f7c58641352efc,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"This application identifies instances of mood instability.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Mood instability,"{'features': ['mood instability', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf105f1f7c55421352efd'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
93,5fbcf11ef1f7c53a89352f01,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of mutism.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Mutism,"{'features': ['mutism', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf11ef1f7c5ffa9352f02'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
94,5fbcf138f1f7c5a2a1352f06,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of negative symptoms.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Negative symptoms,"{'features': ['negative symptoms', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf138f1f7c5e606352f07'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
95,5fbcf152f1f7c5ae53352f0c,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of nightmares.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Nightmares,"{'features': ['nightmares', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf152f1f7c52e9a352f0d'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
96,5fbcf16cf1f7c52a78352f12,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of paranoia. Paranoia may be due to a diagnosis of paranoid schizophrenia or.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Paranoia,"{'features': ['paranoia', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf16cf1f7c5ea6e352f13'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
97,5fbcf185f1f7c53913352f17,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of passivity.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Passivity,"{'features': ['passivity', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf185f1f7c55235352f18'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
98,5fbcf19ff1f7c5a943352f1c,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of ideas of persecution..

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Persecutory ideation,"{'features': ['persecutory ideation', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf19ff1f7c5961f352f1d'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
99,5fbcf1b9f1f7c5e32a352f21,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of poor appetite (negative annotations).

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Poor appetite,"{'features': ['poor appetite', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf1b9f1f7c52ddb352f22'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
100,5fbcf1d2f1f7c58352352f26,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of poor concentration.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Poor concentration,"{'features': ['poor concentration', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf1d2f1f7c544e4352f27'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
101,5fbcf1ecf1f7c5570b352f2b,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Applications to identify instances of poor insight.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Poor insight,"{'features': ['poor insight', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf1ecf1f7c50272352f2c'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
102,5fbcf205f1f7c5ce3b352f30,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"This application aims to identify instances of poor motivation.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Poor motivation,"{'features': ['poor motivation', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf205f1f7c55895352f31'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
103,5fbcf21ff1f7c54b76352f36,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify poverty of speech.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Poverty of speech,"{'features': ['poverty of speech', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf21ff1f7c55de9352f37'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
104,5fbcf238f1f7c513ec352f3b,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of poverty of thought.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Poverty of thought,"{'features': ['poverty of thought', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf238f1f7c52bac352f3c'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
105,5fbcf252f1f7c52f67352f41,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of social withdrawal.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Social withdrawal,"{'features': ['social withdrawal', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf252f1f7c5174b352f42'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
106,5fbcf26df1f7c5ca7c352f46,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of stupor. This includes depressive stupor, psychotic stupor, catatonic stupor,.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Stupor,"{'features': ['stupor', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf26df1f7c50cf1352f47'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
107,5fbcf287f1f7c5215c352f4b,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of suicidal ideation - thinking about, considering, or planning suicide.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Suicidal ideation,"{'features': ['suicidal ideation', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf287f1f7c53ca6352f4c'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
108,5fbcf2a1f1f7c50c69352f50,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of tangentiality.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Tangentiality,"{'features': ['tangentiality', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf2a1f1f7c5f060352f51'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
109,5fbcf2baf1f7c574b5352f55,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of tearfulness.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Tearfulness,"{'features': ['tearfulness', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf2baf1f7c5b234352f56'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
110,5fbcf2d4f1f7c56cdf352f5a,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of thought block.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Thought block,"{'features': ['thought block', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf2d4f1f7c5c68d352f5b'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
111,5fbcf2edf1f7c53459352f5f,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of thought broadcasting..

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Thought Broadcast,"{'features': ['thought broadcast', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf2edf1f7c52f1f352f60'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
112,5fbcf307f1f7c57838352f64,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of thought insertion..

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Thought Insertion,"{'features': ['thought insertion', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf307f1f7c53e4b352f65'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
113,5fbcf320f1f7c5537e352f69,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of thought withdrawal..

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Thought Withdrawal,"{'features': ['thought withdrawal', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf320f1f7c5ffdf352f6a'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
114,5fbcf33bf1f7c5215d352f6e,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of waxy flexibility. Waxy flexibility is a psychomotor symptom of catatonia as.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Waxy flexibility,"{'features': ['waxy flexibility', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf33bf1f7c585ca352f6f'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
115,5fbcf354f1f7c59c2b352f73,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of weight loss.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Weight loss,"{'features': ['weight loss', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf354f1f7c5cdeb352f74'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
116,5fbcf36df1f7c533f6352f78,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of worthlessness.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Worthlessness,"{'features': ['worthlessness', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf36df1f7c59d51352f79'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
117,5fbcf386f1f7c57fdc352f7d,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify patients with diagnosis of asthma.

Both past and present symptom.

Output values: Positive.",CRIS NLP Asthma,"{'features': ['asthma', 'contextual factors'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf386f1f7c55952352f7e'), 'programmingLanguage': 'sem-EHR - GATE', 'version': ''}]","Not applicable, ",Not applicable,,Natural Langauge Processing,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Natural Langauge Processing,"Available upon request, ","AI/ML pipeline, , "
118,5fbcf39ff1f7c57331352f82,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify patients with diagnosis of bronchitis.

Both past and present symptom.

Output values: Positive.",CRIS NLP Bronchitis,"{'features': ['bronchitis', 'contextual factors'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf39ff1f7c5f7e0352f83'), 'programmingLanguage': 'sem-EHR - GATE', 'version': ''}]","Not applicable, ",Not applicable,,Natural Langauge Processing,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Natural Langauge Processing,"Available upon request, ","AI/ML pipeline, , "
119,5fbcf3b9f1f7c58636352f87,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of coughing.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Cough,"{'features': ['cough', 'contextual factors'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf3b9f1f7c51d1e352f88'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
120,5fbcf3d2f1f7c5c651352f8c,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify patients with diagnosis of Crohnâ€™s disease.

Both past and present symptom.

Output values: Positive.",CRIS NLP Crohnâ€™s Disease,"{'features': ['crohnâ€™s disease', 'contextual factors'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf3d2f1f7c5227a352f8d'), 'programmingLanguage': 'sem-EHR - GATE', 'version': ''}]","Not applicable, ",Not applicable,,Natural Langauge Processing,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Natural Langauge Processing,"Available upon request, ","AI/ML pipeline, , "
121,5fbcf3ebf1f7c54d30352f91,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify patients with diagnosis of hypertension or high blood pressure.

Both past and present symptom.

Output values: Positive.",CRIS NLP Hypertension,"{'features': ['hypertension', 'contextual factors'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcf3ebf1f7c556c2352f92'), 'programmingLanguage': 'sem-EHR - GATE', 'version': ''}]","Not applicable, ",Not applicable,,Natural Langauge Processing,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Natural Langauge Processing,"Available upon request, ","AI/ML pipeline, , "
